"T_id","K_id","No","Shave1","Shave2","Chip","Holder","NorzR","Note"
7587,1851,4,"外径","仕","◇",,0.40,
7588,1852,1,"外径","荒","□",,0.80,
7589,1852,2,"内径","面仕","△","12Ｈ",0.40,
7590,1852,3,"外径","仕","◇",,0.40,
7591,551,5,"外径","仕","◇",,0.40,
7592,1853,1,"外径","荒","□",,0.80,"Ｍ00　逆付け"
7593,1853,2,"ＦＣＤ",,,"59φ",,
7594,1853,3,"外径","荒","□",,0.80,
7595,1853,4,"内径","荒","□","40Ｈ",0.80,
7596,1853,5,"内径","面仕","◇","40Ｈ",0.40,
7597,1853,6,"外径","仕","◇",,0.40,"角度付きバイト"
7598,1854,1,"外径","荒","□",,0.80,
7599,1854,2,"内径","荒","□","40H",0.80,
7600,1854,3,"内径","仕","◇","40H",0.40,
7601,1854,4,"外径","仕","◇",,0.40,"角度付きバイト"
7602,1855,1,"外径","荒","□",,0.80,
7603,1855,2,"ＣＤ",,,"4φ",,
7604,1855,3,"Ｄ",,,"14φ",,
7605,1855,4,"ロングＣＤ",,,"4φ",,
7606,1855,5,"Ｄ",,,"11.5φ",,
7607,1855,6,"内径","面","△",,0.40,"モリトク　12ＳＷ8"
7608,1855,7,"外径","仕","◇",,0.80,"補正2カ所"
7609,1855,8,"ｽﾃｯｷ",,"4巾",,,
7610,1856,1,"外径","荒","□",,,
7611,1856,2,"ＣＤ",,,"4φ",,
7612,1856,3,"Ｄ",,,"11.5φ",,
7613,1856,4,"内径","仕","△","超硬10H",0.40,
7614,1856,5,"外径","仕","◇",,0.80,
7615,1857,1,"外径","荒","□",,0.80,
7616,1857,2,"ＣＤ",,,"4φ",,
7617,1857,3,"Ｄ",,,"10.5φ",,
7618,1857,4,"ロングＣＤ",,,"4φ",,
7619,1857,5,"Ｄ",,,"7.5φ",,
7620,1857,6,"内径","面","△",,0.40,"モリトク　12ＳＷ8"
7621,1857,7,"外径","仕","◇",,0.80,"補正2カ所"
7622,1857,8,"ｽﾃｯｷ",,"4巾",,,
7623,1858,1,"外径","荒","□",,0.80,
7624,1858,2,"ＣＤ",,,"4φ",,
7625,1858,3,"Ｄ",,,"7.5φ",,
7626,1858,4,"内径","仕","△",,0.40,"モリトク　12SW8"
7627,1858,5,"サラエＤ",,,"8φ",,
7628,1858,6,"外径","仕","◇",,0.80,
7629,1861,1,"外径","荒","□",,0.80,
7630,1861,2,"ＣＤ",,,"4φ",,
7631,1861,3,"Ｄ",,,"12φ",,
7632,1861,4,"ロングＤ",,,"4φ",,
7633,1861,5,"Ｄ",,,"9.5φ",,
7634,1861,6,"内径","面","△",,0.40,"モリトク　12ＳＷ8"
7635,1861,7,"外径","仕","◇",,0.80,"補正2カ所"
7636,1861,8,"ｽﾃｯｷ",,"4巾",,,
7637,1862,1,"外径","荒","□",,0.80,
7638,1862,2,"ＣＤ",,,"4φ",,
7639,1862,3,"Ｄ",,,"9.5φ",,
7640,1862,4,"内径","仕","△","超硬8Ｈ",0.40,
7641,1862,5,"サラエＤ",,,"10φ",,
7642,1862,6,"外径","仕","◇",,0.80,
7643,1862,,,,,,,
7644,1859,1,"ＣＤ",,,"4φ",,
7645,1859,2,"Ｄ",,,"15.5φ",,
7646,1859,3,"外径","荒","□",,0.80,
7647,1859,4,"内径","仕","△","12Ｈ",0.40,"補正2カ所"
7648,1859,5,"外径","仕","◇",,0.80,"補正2カ所"
7649,1859,6,"ｽﾃｯｷ",,"4巾",,,
7650,1860,1,"外径","荒","□",,0.80,
7651,1860,2,"ＣＤ",,,"4φ",,
7652,1860,3,"Ｄ",,,"15.5φ",,
7653,1860,4,"内径","仕","△","12Ｈ",0.40,"補正2カ所"
7654,1860,5,"外径","仕","◇",,0.80,
7655,1863,1,"外径","荒","□",,0.80,"M00  逆付け"
7656,1863,2,"ＦＣＤ",,,"59φ",,
7657,1863,3,"外径","荒","□",,0.80,
7658,1863,4,"内径","荒","□","40H",0.80,
7659,1863,5,"内径","仕","◇","40H",0.40,
7660,1863,6,"外径","仕","◇",,0.40,"角度付きバイト"
7661,1864,1,"外径","荒","□",,0.80,
7662,1864,2,"内径","荒","□","40H",0.80,
7663,1864,3,"内径","仕","◇","40H",0.40,
7664,1864,4,"外径","仕","◇",,0.40,"角度付きバイト"
7665,524,4,"ｽﾃｯｷ",,"5巾",,,
7666,523,6,"端面","仕","◇",,0.40,"角度付バイト"
7667,1414,7,"ｽﾃｯｷ","4巾",,,,
7668,1415,5,"外径","仕","◇",,0.40,
7669,1415,6,"タップ",,"PT1/4","50H",,"M00でタッピングスプレ-を使用　タップは.PT-SⅡを使用"
7670,1870,1,"外径","荒","△",,0.80,
7671,1870,2,"ＣＤ",,,"4φ",,
7672,1870,3,"Ｄ",,,"11.7～11.8φ",,
7673,1870,4,"内径","荒","△","10H",0.40,"チップはサンドビック"
7674,1870,5,"内径","仕","△","10H",0.40,"超硬　住友　長いスリ-ブ使用"
7675,1870,6,"外径","仕","◇",,0.40,
7676,1870,7,"端面","ヌスミ","◇",,0.40,
7677,1871,1,"外径","荒","△",,0.80,
7678,1871,2,"ＣＤ",,,"4φ",,
7679,1871,3,"Ｄ",,,"14.5φ",,
7680,1871,4,"内径","荒","△","12Ｈ",0.80,
7681,1871,5,"内径","仕","△","12Ｈ",0.40,"長いスリ-ブ使用"
7682,1871,6,"外径","仕","◇",,0.40,
7683,1871,7,"端面","ヌスミ","◇",,0.40,
7684,1872,1,"外径","荒","△",,0.80,
7685,1872,2,"ＣＤ",,,"4φ",,
7686,1872,3,"Ｄ",,,"19.5φ",,
7687,1872,4,"内径","仕","△","SF16H",0.40,"長いスリ-ブ使用"
7688,1872,5,"外径","仕","◇",,0.40,
7689,1872,6,"端面","ヌスミ","◇",,0.40,
7690,1876,1,"ＦＣＤ",,,"59φ",,
7691,1876,2,"外径","荒","□",,0.80,
7692,1876,3,"内径","荒","□","50Ｈ",0.80,
7693,1877,1,"外径","荒","□",,0.80,
7694,1877,2,"内径","荒","□","50Ｈ",0.80,
7695,1877,3,"端面","溝","8巾",,,"京セラＫＦＭＳＲ2525－105160－8"
7696,1877,4,"内径","仕","◇","40Ｈ",0.40,"ボロン"
7697,1877,5,"外径","仕","◇",,0.40,"ボロン"
7698,1878,1,"外径","荒","□",,0.80,
7699,1878,2,"端面","荒","8巾",,,"京セラＫＦＭＳＲ2525－155510－8"
7700,1878,3,"内径","面仕","◇","40Ｈ",0.40,
7701,1878,4,"端面","仕","10.41巾",,0.40,"Ｌ117.9Ｓ-2525　チップはタンガロイ"
7702,1878,5,"外径","仕","◇",,0.40,"ボロン　　角度付きバイト　"
7703,1879,1,"外径","荒","□",,0.80,
7704,1879,2,"内径","荒","□","40H",0.80,
7705,1879,3,"内径","溝","3.3巾","32Ｈ",,"三菱"
7706,1879,4,"内径","仕","◇","40Ｈ",0.40,"ボロン"
7707,1879,5,"外径","仕","◇",,0.40,"ボロン"
7708,1879,6,"外径","溝","3巾",,,"サーメット"
7709,1879,7,"内径","ネジ","Ｍ75Ｐ2.0","32Ｈ",,
7710,1880,1,"端面","荒","□",,0.80,
7711,1880,2,"内径","荒","□","40H",0.80,
7712,1880,3,"内径","仕","◇","40H",0.40,"ボロン"
7713,1880,4,"端面","仕","◇",,0.40,"ボロン"
7714,1883,1,"外径","荒","△",,0.80,
7715,1883,2,"ＣＤ",,,"4φ",,
7716,1883,3,"Ｄ",,,"20.5～21φ",,
7717,1883,4,"内径","仕","△","16H",0.40,"長いスリ-ブ使用"
7718,1883,5,"外径","仕","◇",,0.40,
7719,1883,6,"端面","ヌスミ","◇",,0.40,
7720,1884,1,"外径","荒","△",,0.80,
7721,1884,2,"ＦＣＤ",,,"19～19.5φ",,
7722,1884,3,"内径","仕","△","16H",0.40,
7723,1884,4,"外径","仕","◇",,0.40,
7724,1884,5,"端面","ヌスミ","◇",,0.40,
7725,1885,1,"外径","荒","△",,0.80,
7726,1885,2,"ＣＤ",,,"4φ",,
7727,1885,3,"Ｄ",,,"19.5φ",,
7728,1885,4,"内径","仕","△","SF16H",0.40,"長いスリ-ブ使用"
7729,1885,5,"外径","仕","◇",,0.40,
7730,1885,6,"端面","ヌスミ","◇",,0.40,
7731,1873,1,"ＦＣＤ",,,"59φ",,
7732,1873,2,"外径","荒","□",,0.80,
7733,1873,3,"内径","荒","□","50Ｈ",0.80,
7734,1874,1,"外径","荒","□",,0.80,
7735,1874,2,"内径","荒","□","50H",0.80,
7736,1874,3,"内径","仕","◇","50H",0.40,"ボロン"
7737,1874,4,"外径","仕","◇",,0.40,"ボロン　角度付きバイト"
7738,1875,1,"外径","荒","□",,0.80,
7739,1875,2,"端面","溝荒","8巾",,0.80,"京セラ　155510－8"
7740,1875,3,"内径","面仕","◇","50Ｈ",0.40,"ボロン"
7741,1875,4,"端面","溝仕","10.4巾",,0.40,"サンドビッグ　Ｌ177.9Ｓ－2525
チップはタンガロイ"
7742,1875,5,"外径","仕","◇",,0.40,"ボロン　角度付きバイト"
7743,1868,1,"ＣＤ",,,"4φ",,
7744,1868,2,"Ｄ",,,"15φ",,
7745,1868,3,"外径","荒","□",,0.80,
7746,1868,4,"内径","仕","△","12H",0.40,
7747,1868,5,"外径","仕","◇",,0.80,
7748,1868,6,"ｽﾃｯｷ",,"4巾",,,
7749,1869,1,"端面","荒","□",,0.80,
7750,1869,2,"ＣＤ",,,"4φ",,
7751,1869,3,"Ｄ",,,"15φ",,
7752,1869,4,"内径","仕","△","12H",0.40,
7753,1869,5,"端面","仕","◇",,0.80,
7754,1890,1,"ＦＣＤ",,,"24.5φ",,
7755,1890,2,"外径","荒","□",,0.80,
7756,1890,3,"内径","荒","△","20H",0.80,
7757,1890,4,"内径","荒","□","25H",0.80,
7758,1890,5,"外径","仕","◇",,0.40,"角度付バイト　M00キリコ出し"
7759,1893,1,"外径","荒","□",,0.80,
7760,1893,2,"ＣＤ",,,"4φ",,
7761,1893,3,"Ｄ",,,"5.1φ",,
7762,1893,4,"内径","仕","△","12Ｈ",0.40,"モリトク　5φ"
7763,1893,5,"外径","溝","4巾",,,"京セラ　KGHR2525M-4"
7764,1893,6,"外径","仕","◇",,0.40,
7765,1894,1,"外径","荒","□",,0.80,
7766,1894,2,"外径","溝","4巾",,,"京セラ　KGHR2525M-4"
7767,1894,3,"外径","仕","◇",,0.40,
7768,1895,1,"外径","荒","□",,0.80,"M00逆付け"
7769,1895,2,"ＦＣＤ",,,"59φ",,
7770,1895,3,"外径","荒","□",,0.80,
7771,1895,4,"内径","荒","□△","40Ｈ",0.80,
7772,1895,5,"内径","仕","◇△","40Ｈ",0.40,
7773,1895,6,"外径","仕","◇",,0.40,"角度付きバイト"
7774,1896,1,"外径","荒","□",,0.80,
7775,1896,2,"内径","荒","□△","40Ｈ",0.80,
7776,1896,3,"端面","溝","4.5巾",,,"京セラ　ＳＦＲ701Ｃ"
7777,1896,4,"内径","仕","◇△","40Ｈ",0.40,
7778,1896,5,"外径","仕","◇",,0.40,"角度付きバイト"
7779,1896,6,"外径","ヌスミ","◇",,0.40,"ヌスミバイト"
7780,1888,1,"ＣＤ",,,"4φ",,
7781,1888,2,"Ｄ",,,"24φ",,
7782,1888,3,"Ｄ",,,"11.5φ",,
7783,1888,4,"外径","荒","□",,0.80,
7784,1888,5,"内径","仕","△","超硬10Ｈ",0.40,"補正2カ所"
7785,1888,6,"外径","仕","◇",,0.80,
7786,1888,7,"ｽﾃｯｷ",,"4巾",,,
7787,1889,1,"端面","荒","□",,0.80,
7788,1889,2,"ＣＤ",,,"4φ",,
7789,1889,3,"Ｄ",,,"11.5φ",,
7790,1889,4,"内径","仕","△","超硬10Ｈ",0.40,
7791,1889,5,"端面","仕","◇",,0.80,
7792,1886,1,"ＣＤ",,,,,
7793,1886,2,"カムＤ",,,"φ25",,
7794,1886,3,"外径","荒","□",,0.80,
7795,1886,4,"内径","仕","△","20Ｈ",0.40,
7796,1886,5,"外径","仕","◇",,0.80,
7797,1886,6,"ｽﾃｯｷ",,"4巾",,,
7798,1887,1,"端面","荒","□",,0.80,
7799,1887,2,"ＣＤ",,,,,
7800,1887,3,"カムＤ",,,"φ25",,
7801,1887,4,"内径","仕","△","20H",0.40,
7802,1887,5,"端面","仕","◇",,0.80,
7803,1891,1,"ＣＤ",,,"4φ",,
7804,1891,2,"外径","荒","□",,0.80,
7805,1891,3,"Ｄ",,,"14φ",,
7806,1891,4,"内径","仕","△","12Ｈ",0.40,
7807,1891,5,"外径","仕","◇",,0.80,"補正2カ所"
7808,1891,6,"外径","ヌスミ","◇",,0.40,
7809,1891,7,"ｽﾃｯｷ",,"4巾",,,
7810,1892,1,"端面","荒","□",,0.80,
7811,1892,2,"MD",,,"26φ",,
7812,1892,3,"EM",,,"25φ",,
7813,1892,4,"内径","荒","△","20Ｈ",0.80,"サーメット"
7814,1892,5,"内径","仕","△","20Ｈ",0.40,"サンドビッグ"
7815,1892,6,"内径","溝","4巾","20Ｈ",,
7816,1892,7,"端面","仕","◇",,0.80,
7817,1901,1,"外径","荒","□",,0.80,
7818,1901,2,"ＣＤ",,,"4φ",,
7819,1901,3,"Ｄ",,,"5.1φ",,
7820,1901,4,"外径","仕","◇",,0.80,"角度付きバイト　研磨代0.15"
7821,1901,5,"外径","ヌスミ","◇",,0.40,
7822,1901,6,"タップ","M6＝P1",,,,
7823,1902,1,"端面","荒","□",,0.80,
7824,1902,2,"ＣＤ",,,"2.5φ",,"外付け用"
7825,1902,3,"端面","仕","◇",,0.80,
7826,1902,4,"外径","荒","□",,0.80,"N1と同じバイト"
7827,1902,5,"外径","仕","◇",,0.80,"角度付きバイト　N3と同じバイト　研磨代0.1　補正二ヵ所"
7828,1902,6,"外径","ヌスミ","◇",,0.40,
7829,1903,1,"外径","荒","□",,0.80,
7830,1903,2,"内径","荒","□△","40Ｈ",0.80,
7831,1903,3,"内径","仕","◇","40Ｈ",0.40,
7832,1903,4,"外径","仕","◇",,0.40,"角度付きバイト"
7833,1903,5,"ｽﾃｯｷ",,"3巾",,,
7834,1904,1,"ＦＣＤ",,,"44φ",,
7835,1904,2,"外径","荒","□",,0.80,
7836,1904,3,"内径","荒","△","32H",0.80,
7837,1904,4,"内径","仕","△","32H",0.40,"補正２ヵ所"
7838,1904,5,"外径","仕","◇",,0.40,
7839,1904,6,"外径","溝","2巾",,,
7840,1905,1,"ＦＣＤ",,,"44φ",,
7841,1905,2,"外径","荒","□",,0.80,
7842,1905,3,"内径","荒","△","32H",0.80,
7843,1905,4,"内径","仕","△","32H",0.40,"補正２ヵ所"
7844,1905,5,"外径","溝","4巾",,,"京セラ"
7845,1905,6,"外径","仕","◇",,0.40,
7846,1905,7,"外径","溝","2巾",,,
7847,1906,1,"外径","荒","□",,0.80,
7848,1906,2,"ＦＣＤ",,,"φ19.5",,
7849,1906,3,"内径","荒","△","16Ｈ",0.80,
7850,1906,4,"内径","溝","2.6巾","16Ｈ",,"三菱"
7851,1906,5,"内径","仕","◇","25H",0.40,"住友　内径.端面仕上"
7852,1906,6,"内径","仕","△","16Ｈ",0.40,
7853,1906,7,"外径","仕","◇",,0.40,"ボロン 角度付バイトでも可"
7854,1906,8,"外径","溝荒","8巾",,,"カットグリップ"
7855,1906,9,"外径","溝仕","8巾",,,"カットグリップ　専用チップ"
7856,1906,10,"端面","溝","2.5巾",,,"京セラ　SFR-501B"
7857,1907,1,"外径","荒","□",,0.80,
7858,1907,2,"Ｄ",,,"20φ",,
7859,1907,3,"内径","荒","△","16Ｈ",0.80,
7860,1907,4,"内径","溝","2.6巾","16Ｈ",,"三菱"
7861,1907,5,"内径","仕","◇","25H",0.40,"住友　内径.端面仕上"
7862,1907,6,"内径","仕","△","16Ｈ",0.40,
7863,1907,7,"外径","仕","◇",,0.40,"ボロン 角度付バイトでも可"
7864,1907,8,"外径","溝荒","8巾",,,"カットグリップ"
7865,1907,9,"外径","溝仕","8巾",,,"カットグリップ　専用チップ使用"
7866,1908,1,"外径","荒","□",,0.80,
7867,1908,2,"ＣＤ",,,"12Ｈ",,"イワタツ-ル"
7868,1908,3,"Ｄ",,,"10.4φ",,
7869,1908,4,"外径","仕","◇",,0.40,"研磨代0.25～0.3"
7870,1908,5,"内径","仕","△","8H",0.40,"超硬"
7871,1908,6,"Ｄ",,,"8φ",,"穴付き用"
7872,1909,1,"ＦＣＤ",,,"44φ",,
7873,1909,2,"外径","荒","□",,0.80,
7874,1910,1,"外径","荒","□",,0.80,
7875,1910,2,"内径","荒","□","32H",0.80,
7876,1910,3,"内径","仕","◇","32H",0.40,
7877,1910,4,"外径","仕","◇",,0.40,"角度付きバイト"
7878,1911,1,"外径","荒","□",,0.80,
7879,1911,2,"内径","荒","□","32Ｈ",0.80,
7880,1911,3,"内径","仕","◇","32Ｈ",0.40,
7881,1911,4,"外径","溝荒","5巾",,,"ミルコーナー"
7882,1911,5,"外径","溝仕","4巾",,0.50,"京セラ　KGHR2525M-4 　チップ　サーメット"
7883,1920,1,"外径","荒","□",,0.80,
7884,1920,2,"ＣＤ",,,"4φ",,
7885,1920,3,"Ｄ",,,"6φ",,
7886,1920,4,"E.M",,,"16φ",,
7887,1920,5,"内径","仕","△","12Ｈ",0.40,
7888,1920,6,"外径","仕","◇",,0.40,"25.4φ　研磨代0.3　50φ　研磨代0.2"
7889,1920,7,"外径","ヌスミ","◇",,0.40,
7890,1920,8,"ｽﾃｯｷ","4巾",,,,
7891,1921,1,"ＣＤ",,,"12Ｈ",,"イワタツ-ル"
7892,1921,2,"Ｄ",,,"MT-1",,
7893,1921,3,"Ｄ",,,"9φ",,
7894,1921,4,"E.M",,,"9.5φ",,
7895,1921,5,"内径","奥ヌスミ","△","8Ｈ",0.40,"三菱"
7896,1921,6,"内径","仕","△","8H",0.40,"超硬"
7897,1921,7,"外径","仕","◇",,0.40,
7898,1922,1,"ＦＣＤ",,,"59φ",,
7899,1922,2,"外径","荒","□",,0.80,
7900,1922,3,"端面","溝荒","8巾",,,"Ｍ00逆付　京セラ　105160－8"
7901,1922,4,"外径","荒","□",,0.80,
7902,1922,5,"内径","荒","□","40Ｈ",0.80,
7903,1922,6,"端面","溝荒","8巾",,,"京セラ　105160－8"
7904,1922,7,"端面","溝仕","4.5巾",,,"京セラ　ＳＦＲ1001Ｃ"
7905,1922,8,"内径","仕","◇","40H",0.40,
7906,1922,9,"端面","溝","2.5巾",,,"京セラ　ＳＦＲ501Ｂ"
7907,1922,10,"外径","仕","◇",,0.40,"角度付きバイト"
7908,1923,1,"外径","荒","□",,0.80,
7909,1923,2,"内径","荒","□","40Ｈ",0.80,
7910,1923,3,"端面","荒","8巾",,,"京セラ　105160－8"
7911,1923,4,"端面","仕","4.5巾",,,"京セラ　ＳＦＲ1001Ｃ"
7912,1923,5,"内径","仕","◇","40Ｈ",0.40,
7913,1923,6,"外径","仕","◇",,0.40,"角度付きバイト"
7914,1354,3,"内径","荒","□","40H",0.80,
7915,1924,1,"外径","荒","□",,0.80,"M00 逆付け"
7916,1924,2,"ＦＣＤ",,,"59φ",,
7917,1924,3,"外径","荒","□",,0.80,
7918,1924,4,"内径","荒","□","40H",0.80,
7919,1925,1,"外径","荒","□",,0.80,
7920,1925,2,"内径","荒","□","40Ｈ",0.80,
7921,1925,3,"内径","面仕","◇","40Ｈ",0.40,
7922,1925,4,"外径","溝","2巾",,1.00,"京セラ"
7923,1925,5,"外径","仕","◇",,0.40,"角度付きバイト"
7924,1926,1,"外径","荒","□",,0.80,
7925,1926,2,"内径","荒","□","40H",0.80,
7926,1926,3,"内径","溝","4巾","32Ｈ",,"京セラ　GIVR4032－2Ｃ"
7927,1926,4,"内径","仕","◇","40Ｈ",0.40,
7928,1926,5,"外径","仕","◇",,0.40,"角度付きバイト"
7929,1919,1,"ＦＣＤ",,,"59φ",,
7930,1919,2,"外径","荒","□",,0.80,
7931,1919,3,"内径","荒","□△","32～40H",0.80,
7932,1919,,"サブプロ",,,,,
7933,1919,1,"外径","荒","□",,0.80,
7934,1919,2,"内径","仕","△","32～40H",0.40,
7935,1919,3,"外径","仕","◇",,0.40,
7936,1919,4,"ｽﾃｯｷ","3巾",,,,
7937,1929,1,"外径","荒","□",,0.80,
7938,1929,2,"内径","荒","□","40H",0.80,
7939,1929,3,"内径","仕","◇","40H",0.40,
7940,1929,4,"外径","仕","◇",,0.80,"角度付きバイト"
7941,1930,1,"外径","荒","□",,0.80,
7942,1930,2,"内径","荒","◇","32H",0.80,"三菱"
7943,1930,3,"内径","仕","◇","40H",0.40,"ボロン"
7944,1930,4,"外径","仕","◇",,0.80,"ボロン　角度付きバイト"
7945,1931,1,"ＦＣＤ",,,"19.5φ",,
7946,1931,2,"外径","荒","□",,0.80,
7947,1931,3,"内径","仕","□△","16H",0.40,"超硬チップ使用の事"
7948,1931,4,"外径","仕","◇",,0.40,"ボロン"
7949,1932,1,"ＦＣＤ",,,"44φ",,
7950,1932,2,"外径","荒","□",,0.80,
7951,1932,3,"内径","荒","◇","25H",0.80,"三菱"
7952,1932,4,"内径","仕","◇","25H",0.40,"ボロン"
7953,1932,5,"外径","仕","◇",,0.40,"ボロン"
7954,1933,1,"ＦＣＤ",,,"49φ",,
7955,1933,2,"外径","荒","□",,0.80,"M00～逆付け"
7956,1933,3,"外径","荒","□",,0.80,
7957,1933,4,"内径","荒","□△","32H",0.80,
7958,1933,5,"端面","溝","4.5巾",,,"京セラ　SFR-501C　チップはTC40N"
7959,1933,6,"内径","仕","△","32H",0.40,
7960,1933,7,"外径","仕","◇",,0.40,"角度付バイト　97φ仕上"
7961,1934,1,"外径","荒","□",,0.80,
7962,1934,2,"内径","面仕","△","32H",0.40,
7963,1934,3,"外径","仕","◇",,0.40,"角度付バイト"
7964,1938,1,"外径","荒","□",,0.80,
7965,1938,2,"ＣＤ",,,"4φ",,
7966,1938,3,"Ｄ",,,"11φ",,
7967,1938,4,"Ｄ",,,"5.1φ",,
7968,1938,5,"内径","面仕","△","10H",0.40,"チップはサンドビック"
7969,1938,6,"外径","仕","◇",,0.40,"研磨代0.25"
7970,1938,7,"タップ","PT1/4",,,,"OSG PT-SⅡタップコレットPT1/4　ペースト使用"
7971,1938,8,"タップ","M6=P1",,,,"ロング使用 タップの先端はグラインダーでおとす　ペースト使用"
7972,1939,1,"外径","荒","□",,0.80,
7973,1939,2,"外径","仕","◇",,0.40,"研磨代0.25"
7974,1939,3,"外径","ヌスミ","◇",,0.80,
7975,1939,4,"ＣＤ",,,"3φ",,
7976,1940,1,"ＣＤ",,,"12Ｈ",,"イワタツ-ル"
7977,1940,2,"カムＤ",,,"φ15.6",,"イスカル"
7978,1940,3,"外径","荒","□",,0.80,
7979,1940,4,"内径","仕","△","12Ｈ",0.40,"超硬　ロングスリーブ使用"
7980,1940,5,"外径","仕","◇",,0.80,
7981,1941,1,"内径","面仕","△","12H",0.40,
7985,1948,1,"ＦＣＤ",,,"44φ",,
7986,1948,2,"外径","荒","□",,0.80,
7987,1948,3,"内径","面取","◇△","32Ｈ",0.40,
7988,1948,4,"外径","仕","◇",,0.40,"角度付きバイト"
7989,1949,1,"ＦＣＤ",,,"36φ",,
7990,1949,2,"外径","荒","□",,0.80,
7991,1949,3,"内径","面取","◇△","32H",0.40,
7992,1949,4,"外径","溝","3巾",,,"サーメット"
7993,1949,5,"外径","仕","◇",,0.40,"角度付きバイト　　全長仕上り"
7994,1950,1,"内径","荒","□","32Ｈ",0.80,"M00 キリコ出し"
7995,1950,2,"内径","溝","2巾","32Ｈ",,"京セラ　KIGBAR4032－22"
7996,1950,3,"内径","仕","◇","40Ｈ",0.40,
7997,1951,1,"内径","荒","□","32H",0.80,
7998,1951,2,"内径","仕","◇","32H",0.40,"内径仕上り"
7999,1952,1,"外径","荒","□",,0.80,"M00～逆付け"
8000,1952,2,"ＦＣＤ",,,"41φ",,
8001,1952,3,"外径","荒","□",,0.80,
8002,1952,4,"内径","荒","□△","32H",0.80,
8003,1952,5,"内径","溝","2巾","32H",0.20,"京セラ KIGBAR4032-22　チップはPR930"
8004,1952,6,"内径","仕","◇","32H",0.40,"角度付バイト　外端仕上"
8005,1952,7,"外径","仕","◇",,0.40,
8006,1953,1,"外径","荒","□",,0.80,
8007,1953,2,"内径","面仕","◇△","32H",0.40,
8008,1953,3,"外径","仕","◇",,0.40,
8009,1953,4,"外径","溝","2.5巾",,,"サ-メット"
8010,1942,1,"外径","荒","□",,0.80,
8011,1942,2,"ＣＤ",,,"4φ",,
8012,1942,3,"Ｄ",,,"8φ",,
8013,1942,4,"内径","面仕","△","6H",0.40,"超硬"
8014,1942,5,"外径","溝","2.5巾",,0.20,"京セラ　KGBR2525M22-25"
8015,1942,6,"外径","溝","4巾",,0.40,"京セラ　KGHR2525M-4"
8016,1942,7,"外径","仕","◇",,0.40,"チップは、東芝　NS520"
8017,1942,8,"外径","ネジ","M16=P2",,,
8018,1942,9,"ｽﾃｯｷ","4巾",,,,
8019,1943,1,"外径","荒","□",,0.80,
8020,1943,2,"ＣＤ",,,"4φ",,
8021,1943,3,"Ｄ",,,"12φ",,
8022,1943,4,"ＣＤ",,,"4φ",,"N2と同じ"
8023,1943,5,"Ｄ",,,"5.1φ",,
8024,1943,6,"E.M",,,"11φ",,
8025,1943,7,"内径","仕","△","6H",0.40,"超硬"
8026,1943,8,"端面","仕","◇",,0.40,
8027,1943,9,"タップ","M6=P1",,"32H",,
8028,1960,1,"外径","荒","□",,0.80,
8029,1960,2,"ＣＤ",,"90°","16Ｈ",,"イワタ"
8030,1960,3,"Ｄ",,,"8φ",,
8031,1960,4,"外径","仕","◇",,0.40,"角度付きバイト"
8032,1961,1,"外径","荒","□",,0.80,
8033,1961,2,"端面","溝","5巾",,0.40,"イスカル長さ調整型ステッキ　正面付"
8034,1961,3,"外径","仕","◇",,0.40,"角度付きバイト"
8035,1961,4,"ＣＤ",,"90°","16Ｈ",,"イワタ"
8036,1961,5,"Ｄ",,,"8φ",,
8037,1961,6,"E.M",,,"14φ",,
8038,1961,7,"内径","仕","△","超硬8Ｈ",0.40,
8039,1970,1,"内径","仕","◇","25H",0.40,"三菱"
8040,1970,2,"外径","荒","◇",,0.80,"ヌスミバイト　　バイト振る"
8041,1970,3,"外径","仕","◇",,0.20,"ダイヤ　角度付きバイト　バイト振る"
8042,1962,1,"外径","荒","□",,0.80,"φ77×24Ｌ位"
8043,1963,1,"ＣＤ",,,"4φ",,
8044,1963,2,"外径","荒","△",,0.80,
8045,1963,3,"外径","仕","◇",,0.80,"ボロン　φ40.3仕上り"
8046,1963,4,"外径","溝","3巾",,,
8047,1963,5,"外径","ヌスミ","◇",,0.40,
8048,1964,1,"端面","荒","□",,0.80,
8049,1964,2,"ＣＤ",,,"4φ",,
8050,1964,3,"Ｄ",,,"28.5φ",,
8051,1964,4,"内径","荒","△","ＳＦ25Ｈ",0.80,
8052,1964,5,"内径","仕","△","超硬20Ｈ",0.40,"補正2カ所　φ29.85仕上り"
8053,1964,6,"内径","溝","3.3巾","20Ｈ",,"三菱"
8054,1964,7,"30°","Ｖ溝","4巾","20Ｈ",,"三菱"
8055,1964,8,"外径","仕","◇",,0.80,"ボロン　全長264.8　0～-0.1"
8056,1965,1,"Ｄ",,,"28.5φ",,
8057,1965,2,"内径","荒","△","ＳＦ25Ｈ",0.80,
8058,1965,3,"内径","仕","△","超硬20Ｈ",0.40,"補正2カ所　φ29.85仕上り"
8059,1965,4,"内径","ネジ","1""","20H",,"ガスネジ　ネジｹﾞｰｼﾞ有り"
8060,1971,1,"外径","荒","□",,0.80,"M00～逆付け"
8061,1971,2,"ＦＣＤ",,,"φ33",,
8062,1971,3,"外径","荒","□",,0.80,
8063,1971,4,"内径","荒","□△","25H",0.80,
8064,1971,5,"内径","仕","△","SF32",0.40,"φ33.85"
8065,1972,1,"ＦＣＤ",,,"φ33",,
