"T_id","K_id","No","Shave1","Shave2","Chip","Holder","NorzR","Note"
8066,1972,2,"外径","荒","□",,0.80,
8067,1972,3,"内径","荒","□△","25H",0.80,"M00切粉除去"
8068,1972,4,"内径","仕","△","SF32",0.40,"バイト裏干渉する為、削ってるバイト使用(25H三菱超硬バイト　FSTUP3225R-16Sでも可）"
8069,1972,5,"外径","仕","◇",,0.40,"角度付バイト"
8070,1975,1,"ＦＣＤ",,,"21.5φ",,
8071,1975,2,"外径","荒","□",,0.80,
8072,1975,3,"内径","仕","△","16Ｈ",0.40,
8073,1975,4,"外径","仕","◇",,0.40,"角度付バイト"
8074,1976,1,"外径","荒","□",,0.80,
8075,1976,2,"内径","面仕","△","16Ｈ",0.40,
8076,1976,3,"外径","仕","◇",,0.40,"角度付バイト"
8077,1968,1,"外径","荒","□",,0.80,
8078,1968,2,"ＣＤ",,,"4φ",,
8079,1968,3,"Ｄ",,,"22φ",,
8080,1968,4,"内径","仕","△","16H",0.40,
8081,1968,5,"外径","仕","◇",,0.80,
8082,1969,1,"外径","荒","□",,0.80,
8083,1969,2,"ＣＤ",,,"4φ",,
8084,1969,3,"カムＤ",,,"19.5φ",,
8085,1969,4,"内径","仕","△","16H",0.40,
8086,1969,5,"外径","仕","◇",,0.80,
8087,1973,1,"ＦＣＤ",,,"59φ",,
8088,1973,2,"外径","荒","□",,0.80,
8089,1973,3,"内径","荒","◇","25Ｈ",0.80,
8090,1973,4,"内径","荒","□","40Ｈ",0.80,
8091,1973,5,"内径","仕","◇","40Ｈ",0.40,"ボロン"
8092,1973,6,"外径","仕","◇",,0.40,"ボロン　　角度付きバイト"
8093,1974,1,"外径","荒","□",,0.80,
8094,1974,2,"外径","仕","◇",,0.40,"ボロン　　角度付きバイト"
8095,1977,1,"ＦＣＤ",,,"φ44",,"132L"
8096,1977,2,"外径","荒","□",,0.80,
8097,1977,3,"内径","荒","△","32H",0.80,
8098,1977,4,"外径","仕",,,0.40,
8099,1977,5,"外径","溝","2巾",,,
8100,1977,6,"内径","仕","△","32H",0.40,"補正2ヵ所"
8101,1978,1,"ＦＣＤ",,,"φ44",,"132L"
8102,1978,2,"外径","荒","□",,0.80,
8103,1978,3,"内径","荒","△","32H",0.80,
8104,1978,4,"外径","仕","◇",,0.40,
8105,1978,5,"外径","溝","2巾",,,
8106,1978,6,"内径","仕","△","32H",0.40,"補正2ヵ所"
8107,1966,1,"外径","荒","□",,0.80,
8108,1966,2,"ＣＤ",,,"4φ",,
8109,1966,3,"Ｄ",,,"18φ",,
8110,1966,4,"内径","面仕","△","12H",0.40,
8111,1966,5,"外径","仕","◇",,0.80,
8112,1967,1,"外径","荒","□",,0.80,
8113,1967,2,"ＣＤ",,,"4φ",,
8114,1967,3,"Ｄ",,,"15.5φ",,
8115,1967,4,"内径","仕","△","12H",0.40,
8116,1967,5,"外径","仕","◇",,0.80,
8117,1981,1,"外径","荒","□",,0.80,"Ｍ00　逆付け"
8118,1981,2,"ＦＣＤ",,,"59φ",,
8119,1981,3,"外径","荒","□",,0.80,
8120,1981,4,"内径","荒","□","40Ｈ",0.80,
8121,1981,5,"内径","仕","◇","40Ｈ",0.40,
8122,1981,6,"外径","仕","◇",,0.40,"角度付きバイト"
8123,1982,1,"外径","荒","□",,0.80,
8124,1982,2,"内径","面仕","◇","40H",0.40,
8125,1982,3,"外径","仕","◇",,0.40,"角度付きバイト"
8126,1982,4,"外径","ヌスミ","◇",,0.40,"ヌスミバイト　バイト約3°振る"
8127,1987,1,"外径","仕","◇",,0.80,"ボロン　成形バイト　φ44.6仕上"
8128,1987,2,"外径","仕","◇",,0.40,"ボロン　角度付きバイトでも可"
8129,1985,1,"外径","荒","□",,0.80,"M00～逆付け"
8130,1985,2,"ＦＣＤ",,,"59φ",,
8131,1985,3,"外径","荒","□",,0.80,
8132,1985,4,"内径","荒","□","32～40H",0.80,
8133,1985,5,"内径","仕","◇","32～40H",0.40,
8134,1986,1,"外径","荒","□",,0.80,
8135,1986,2,"内径","面仕","◇","32～40H",0.40,
8136,1986,3,"外径","仕","◇",,0.40,"角度付きバイト"
8137,1988,1,"外径","荒","□",,0.80,
8138,1989,1,"外径","荒","□",,0.80,
8139,1989,2,"端面","ヌスミ","◇","32H",0.40,"三菱"
8140,1989,3,"外径","仕","◇",,0.40,"角度付きバイト"
8141,1990,1,"外径","荒","□",,0.80,
8142,1990,2,"Ｄ",,,"17.5φ",,"専用ドリル"
8143,1990,3,"内径","仕","□△","12H",0.40,
8144,1990,4,"外径","仕","◇",,0.40,"角度付きバイト"
8145,1990,5,"タップ",,"Ｍ20",,,
8146,1995,1,"外径","ステ","□",,0.80,"φ99　　　M00反転"
8147,1995,2,"ＦＣＤ",,,"φ59",,
8148,1995,3,"外径","荒","□",,0.80,
8149,1995,4,"内径","荒","□","40H",0.80,"φ79.3"
8150,1995,5,"外径","仕","◇",,0.80,"N.R注意"
8151,1996,1,"外径","荒","□",,0.80,
8152,1996,2,"内径","仕","△","40H",0.80,"N.R注意　　サ-メット"
8153,1996,3,"内径","溝","3巾","32H",0.20,"京セラ　GIVR4032-2C"
8154,1996,4,"外径","仕","◇",,0.80,"N.R注意"
8155,1996,5,"内径","油溝","1巾","32H",0.50,"京セラ　KIGBAR4032"
8156,1997,1,"外径","荒","□",,0.80,
8157,1997,2,"内径","仕","□△","40Ｈ",0.80,
8158,1997,3,"内径","奥面取","3巾","32Ｈ",0.20,"どのバイトでも良い"
8159,1997,4,"内径","仕","◇△","40Ｈ",0.40,
8160,1997,5,"外径","仕","◇",,0.40,
8161,1997,6,"ｽﾃｯｷ",,"3巾",,0.20,"外溝用バイト　サーメット"
8162,415,8,"ｽﾃｯｷ",,"3巾",,,
8163,1544,5,"端面","仕","◇",,0.80,
8164,2004,1,"ＦＣＤ",,,"59φ",,
8165,2004,2,"外径","荒","□",,0.80,
8166,2004,3,"内径","荒","□△","32～40H",0.80,
8167,2004,4,"内径","溝","4巾","32～50H",,"コマト"
8168,2004,5,"内径","溝","2巾","32H",0.20,"京セラ　KIGBAR4032-22"
8169,2004,6,"内径","仕","◇△","32～40H",0.40,"ボロン"
8170,2004,7,"外径","仕","◇",,0.40,"ボロン　角度付バイト"
8171,2005,1,"外径","荒","□",,0.80,
8172,2005,2,"内径","仕","◇△","32～40H",0.40,"ボロン"
8173,2005,3,"外径","仕","◇",,0.40,"ボロン　角度付バイト"
8174,2005,4,"外径","溝","2.5巾",,,"京セラ　KGBR2525M"
8175,2006,1,"ＦＣＤ",,,"39φ",,
8176,2006,2,"ＦＣＤ",,,"15φ",,
8177,2006,3,"外径","荒","□",,0.80,
8178,2006,4,"内径","荒","△","20Ｈ",0.80,
8179,2006,5,"内径","溝","2巾","32H",,"京セラ　KIGBAR4032-22 裏削ってるバイト"
8180,2006,6,"内径","仕","△","20Ｈ",0.40,
8181,2006,7,"内径","仕","△","12Ｈ",0.40,"内径16.5φ"
8182,2006,8,"外径","溝","4巾",,0.40,"京セラ　KGHR2525M-4"
8183,2006,9,"外径","仕","◇",,0.40,
8184,2007,1,"外径","荒","□",,0.80,
8185,2007,2,"内径","荒","△","20Ｈ",0.80,
8186,2007,3,"内径","仕","△","20Ｈ",0.40,
8187,2007,4,"内径","面仕","△","12Ｈ",0.40,
8188,2007,5,"外径","溝","4巾",,0.40,"京セラ　KGHR2525M-4"
8189,2007,6,"外径","仕","◇",,0.40,
8190,2015,1,"ＦＣＤ",,,"φ59",,
8191,2015,2,"外径","荒","□",,0.80,
8192,2015,3,"内径","荒","□","40H",0.80,"φ109.5"
8193,2015,4,"内径","面仕","◇△","40H",0.40,
8194,2015,5,"端面","溝","2巾",,0.20,"タンガロイ　外溝用　L＝1.55"
8195,2015,6,"外径","仕","◇",,0.40,"角度付バイト"
8196,2016,1,"外径","荒","□",,0.80,
8197,2016,2,"内径","荒","□","40H",0.80,
8198,2016,3,"内径","仕","◇△","40H",0.40,"φ109.8"
8199,2016,4,"端面","溝","2巾",,0.20,"タンガロイ　外溝用"
8200,2016,5,"外径","仕","◇",,0.40,"角度付バイト"
8201,2010,1,"ＦＣＤ",,,"36φ",,
8202,2010,2,"外径","荒","□",,0.80,
8203,2011,1,"ＦＣＤ",,,"36φ",,
8204,2011,2,"外径","荒","□",,0.80,
8205,2011,3,"内径","荒","◇","32H",0.80,"Ｍ00　キリコ出し"
8206,2011,4,"内径","仕","◇","32H",0.40,
8207,2011,5,"端面","溝","3.5巾",,,"京セラ　ＳＦＲ501Ｃ"
8208,2011,6,"外径","仕","◇",,0.40,
8209,2012,1,"外径","荒","□",,0.80,
8210,2012,2,"外径","溝荒","5巾",,,"ミルコーナー"
8211,2012,3,"外径","溝","8巾",,,"イスカル　　11巾部"
8212,2012,4,"内径","仕","◇△","25Ｈ",0.40,
8213,2012,5,"外径","溝仕","2.5巾",,,"サーメット　2.7と5.6巾部"
8214,2012,6,"外径","仕","◇",,0.40,"角度付きバイトはダメ"
8215,2012,7,"端面","Ｖ溝","60°",,,"サンドビッグ　　専用チップあり"
8216,2021,1,"ＣＤ",,,"φ4.0",,
8217,2021,2,"Ｄ",,,"φ5.0",,
8218,2021,3,"外径","荒","□",,0.80,
8219,2021,4,"外径","仕","◇",,0.40,"角度付バイト"
8220,2022,1,"ＦＣＤ",,,"φ33",,
8221,2022,2,"外径","荒","□",,0.80,
8222,2022,3,"内径","荒","◇","16H",0.40,"三菱　　チップ超硬使用"
8223,2022,4,"ＣＤ",,,"φ4.0",,"φ5.0面取り　突き出し15L以上"
8224,2022,5,"内径","仕","◇","12H",0.40,"住友"
8225,2022,6,"外径","仕","◇",,0.40,"角度付バイト"
8226,2019,1,"外径","荒","□",,0.80,"M00 逆付け"
8227,2019,2,"ＦＣＤ",,,"68φ",,
8228,2019,3,"外径","荒","□",,0.80,
8229,2019,4,"内径","荒","□","40H",0.80,
8230,2019,5,"内径","仕","◇","40H",0.40,"ボロン"
8231,2019,6,"外径","仕","◇",,0.40,"ボロン"
8232,2020,1,"外径","荒","□",,0.80,
8233,2020,2,"内径","仕","◇","40H",0.40,"ボロン"
8234,2020,3,"外径","仕","◇",,0.40,"ボロン"
8235,2017,1,"外径","荒","□",,0.80,"M00 逆付け"
8236,2017,2,"ＦＣＤ",,,"68φ",,
8237,2017,3,"外径","荒","□",,0.80,
8238,2017,4,"内径","荒","□","40H",0.80,
8239,2017,5,"内径","仕","◇","40H",0.40,"ボロン"
8240,2017,6,"外径","仕","◇",,0.40,"ボロン"
8241,2018,1,"外径","荒","□",,0.80,
8242,2018,2,"内径","仕","◇","40H",0.40,"ボロン"
8243,2018,3,"外径","仕","◇",,0.40,"ボロン"
8244,2023,1,"外径","荒","□",,0.80,
8245,2023,2,"端面","溝","4.5巾",,,"京セラ　ＳＦＲ1001Ｃ"
8246,2023,3,"外径","仕","◇",,0.40,"ボロン"
8247,2024,1,"ＦＣＤ",,,"59φ",,
8248,2024,2,"外径","荒","□",,0.80,
8249,2024,3,"内径","荒","◇","32Ｈ",0.80,"三菱"
8250,2024,4,"内径","荒","□","40Ｈ",0.80,
8251,2024,5,"内径","仕","◇","40Ｈ",0.40,"ボロン"
8252,2024,6,"外径","仕","◇",,0.40,"ボロン"
8253,2025,1,"ＦＣＤ",,,"59φ",,
8254,2025,2,"外径","荒","□",,0.80,
8255,2025,3,"内径","荒","□","40H",0.80,
8256,2026,1,"外径","荒","□",,0.80,
8257,2026,2,"内径","荒","□","40H",0.80,
8258,2026,3,"内径","仕","◇","40H",0.40,
8259,2026,4,"外径","仕","◇",,0.40,"角度付きバイト"
8260,2027,1,"外径","荒","□",,0.80,
8261,2027,2,"内径","面仕","◇","40Ｈ",0.40,
8262,2027,3,"外径","仕","◇",,0.40,"角度付きバイト"
8263,2027,4,"外径","溝","4巾",,0.50,"京セラ"
8264,2032,1,"外径","荒","□",,0.80,
8265,2032,2,"外径","仕","◇",,0.40,
8266,2033,1,"ＦＣＤ",,,"59φ",,
8267,2033,2,"外径","荒","□",,0.80,
8268,2033,3,"内径","荒","◇","20～25Ｈ",0.80,"三菱　25Hの場合裏削ってるバイト"
8269,2033,4,"内径","溝","2巾","32H",,"京セラ　KIGBA4032-22"
8270,2033,5,"端面","溝","6巾",,,"イスカル　HFIL-32MC　バイトを逆につける事　前削ってるバイト"
8271,2033,6,"内径","仕","△","25H",0.40,
8272,2033,7,"内径","ヌスミ","△","8H",0.40,"超硬　裏削ってるバイト"
8273,2033,8,"外径","溝","3巾",,,
8274,2033,9,"外径","仕","◇",,0.40,
8275,2034,1,"ＦＣＤ",,,"31φ",,
8276,2034,2,"外径","荒","□",,0.80,
8277,2034,3,"内径","荒","□","25H",0.80,
8278,2034,4,"内径","仕","◇△","25H",0.40,
8279,2034,5,"外径","仕","◇",,0.40,"角度付きバイト"
8280,2035,1,"ＦＣＤ",,,"31φ",,
8281,2035,2,"外径","荒","□",,0.80,
8282,2035,3,"内径","荒","□","25Ｈ",0.80,
8283,2035,4,"内径","仕","△","25Ｈ",0.40,"三菱"
8284,2035,5,"端面","溝","3.5巾",,,"京セラ　ＳＦＲ1001Ｃ"
8285,2035,6,"外径","溝","2巾",,,"サーメット"
8286,2035,7,"外径","仕","◇",,0.40,"角度付きバイト"
8287,2042,1,"外径","荒","□",,0.80,
8288,2042,2,"ＣＤ",,,"12Ｈ",,"イワタツ-ル"
8289,2042,3,"Ｄ",,,"14.5φ",,
8290,2042,4,"内径","仕","△","12Ｈ",0.40,"長いスリ-ブ使用　φ14.7仕上"
8291,2042,5,"外径","仕","◇",,0.40,
8292,2042,6,"タップ","PT3/8",,,,"S-PT3/8使用　タッピングスプレ-使用"
8293,2043,1,"外径","荒","□",,0.80,
8294,2043,2,"内径","面仕","△","12Ｈ",0.40,
8295,2043,3,"外径","ヌスミ","◇",,0.80,
8296,2043,4,"外径","仕","◇",,0.40,
8297,2047,1,"引張り出し",,,,,
8298,2047,2,"外径","荒","□",,0.80,
8299,2047,3,"内径","荒","□△","25～32H",0.80,
8300,2047,4,"内径","奥面取","2.6巾","25H",,"三菱"
8301,2047,5,"内径","仕","△","25～32H",0.40,
8302,2047,6,"外径","仕","◇",,0.40,
8303,2047,7,"ｽﾃｯｷ","3巾",,,,"サ-メット　外径溝バイト"
8304,2036,1,"ＦＣＤ",,,"36φ",,
8305,2036,2,"外径","荒","□",,0.80,
8306,2036,3,"内径","面","□","25H",0.80,
8307,2037,1,"ＦＣＤ",,,"36φ",,
8308,2037,2,"外径","荒","□",,0.80,
8309,2037,3,"内径","荒","◇","32H",0.80,"Ｍ00キリコ出し　　専用バイト　"
8310,2037,4,"内径","仕","◇","32H",0.40,"専用バイト　φ40部"
8311,2037,5,"内径","仕","◇","32H",0.40,"φ62.5　φ51.7部"
8312,2037,6,"外径","仕","◇",,0.40,"角度付きバイト"
8313,2038,1,"外径","荒","□",,0.80,
8314,2038,2,"外径","溝荒","5巾",,,"ミルコーナー　　5.6巾部"
8315,2038,3,"外径","溝","8巾",,,"イスカル　　11巾部"
8316,2038,4,"内径","仕","◇△","25Ｈ",0.40,
8317,2038,5,"外径","溝仕","2.5巾",,,"サーメット　2.7巾、5.6巾部"
8318,2038,6,"外径","仕","◇",,0.40,"◎角度付きバイトダメ"
8319,2038,7,"端面","Ｖ溝","60°",,,"サンドビッグ　外溝用バイト正面付け
専用チップアリ"
8320,2051,1,"外径","荒","□",,0.80,"M00逆付け"
8321,2051,2,"外径","荒","□",,0.80,"φ129荒加工"
8322,2051,3,"ＣＤ",,,"φ4",,
8323,2052,1,"Ｄ",,,"41φ",,"OSG"
8324,2052,2,"外径","荒","□",,0.80,
8325,2052,3,"内径","荒","△","SF20H",0.80,
8326,2052,4,"内径","仕","◇","16Ｈ",0.40,"三菱　サ-メット"
8327,2052,5,"外径","仕","◇",,0.40,"角度付バイト"
8328,2053,1,"外径","荒","□",,0.80,
8329,2053,2,"内径","面仕","◇","16Ｈ",0.40,"三菱　サ-メット"
8330,2053,3,"外径","仕","◇",,0.40,"角度付バイト"
8331,2053,4,"タップ","M12=P1",,"32H",,"M00、ペースト使用"
8332,2044,1,"ＦＣＤ",,,"54φ",,
8333,2044,2,"外径","荒","□",,0.80,
8334,2045,1,"ＦＣＤ",,,"31φ",,
8335,2045,2,"外径","荒","□",,0.80,
8336,2045,3,"内径","仕","◇△","25H",0.40,
8337,2045,4,"外径","仕","◇",,0.40,"角度付きバイト"
8338,2046,1,"外径","荒","□",,0.80,
8339,2046,2,"内径","荒","◇","32H",0.80,"M00 キリコ出し　　専用バイト"
8340,2046,3,"内径","溝","2巾","32Ｈ",,"京セラ　KIGBAR4032"
8341,2046,4,"内径","仕","◇","32Ｈ",0.40,"専用バイト"
8342,2046,5,"外径","溝","3巾",,,"サーメット"
8343,2046,6,"内径","仕","◇△","40Ｈ",0.40,"φ60仕上"
8344,2046,7,"外径","仕","◇",,0.40,"成形バイト"
8345,2054,1,"ＦＣＤ",,,"59φ",,
8346,2054,2,"ＦＣＤ",,,"24φ",,
8347,2054,3,"外径","荒","□",,0.80,
8348,2054,4,"内径","荒","◇","32H",0.80,
8349,2055,1,"Ｄ",,,"12φ",,"専用ドリル"
8350,2055,2,"外径","荒","□",,0.80,
8351,2055,3,"内径","荒","□","10H",0.80,"京セラ"
8352,2055,4,"内径","仕","△","超硬10Ｈ",0.40,
8353,2055,5,"外径","溝荒","5巾",,,"ミルコーナー"
8354,2055,6,"外径","溝仕","3巾",,,"サーメット"
8355,2055,7,"外径","仕","◇",,0.40,"角度付きバイト"
8356,2056,1,"外径","荒","□",,0.80,
8357,2056,2,"内径","荒","◇","32H",0.80,"三菱　　φ70部"
8358,2056,3,"内径","荒","◇","20H",0.40,"三菱　　φ26部　　Ｍ00キリコだし"
8359,2056,4,"内径","仕","◇","32Ｈ",0.40,"三菱　　φ70部　　Ｍ00キリコだし"
8360,2056,5,"内径","仕","◇","16Ｈ",0.40,"三菱　　φ26部"
8361,2056,6,"外径","溝","5巾",,,"ミルコーナー　　13巾部"
8362,2056,7,"外径","溝","3巾",,,"サーメット　　4.1巾部"
8363,2056,8,"外径","仕","◇",,0.40,
8364,2057,1,"ＦＣＤ",,,"59φ",,
8365,2057,2,"外径","荒","□",,0.80,
8366,2057,3,"内径","荒","□","40～50Ｈ",0.80,
8367,2058,1,"外径","荒","□",,0.80,
8368,2058,2,"内径","荒","□","40～50Ｈ",0.80,
8369,2058,3,"内径","仕","◇","40～50Ｈ",0.40,
8370,2058,4,"外径","仕","◇",,0.40,"角度付きバイト"
8371,2059,1,"外径","荒","□",,0.80,
8372,2059,2,"内径","面仕","◇","40～50Ｈ",0.40,
8373,2059,3,"外径","仕","◇",,0.40,"角度付きバイト"
8374,2059,4,"端面","溝","4.5巾",,,"京セラ　ＳＦＲ1501Ｃ"
8375,2060,1,"ＦＣＤ",,,"59φ",,
8376,2060,2,"外径","荒","□",,0.80,
8377,2060,3,"内径","荒","□","40～50Ｈ",0.80,
8378,2061,1,"外径","荒","□",,0.80,
8379,2061,2,"内径","荒","□","40～50Ｈ",0.80,
8380,2061,3,"内径","仕","◇","40H",0.40,
8381,2061,4,"内径","ヌスミ","◇","32H",0.40,"三菱"
8382,2061,5,"外径","仕","◇",,0.40,"角度付きバイト"
8383,2062,1,"外径","荒","□",,0.80,
8384,2062,2,"内径","荒","□","40～50Ｈ",0.80,
8385,2062,3,"内径","仕","◇","40H",0.40,
8386,2062,4,"外径","仕","◇",,0.40,"角度付きバイト"
8387,2063,1,"ＦＣＤ",,,"59φ",,
8388,2063,2,"外径","荒","□",,0.80,
8389,2063,3,"内径","荒","□△","40H",0.80,
8390,2063,4,"内径","面仕","◇△","40H",0.40,
8391,2063,5,"外径","仕","◇",,0.40,"角度付きバイト"
8392,2064,1,"外径","荒","□",,0.80,
8393,2064,2,"内径","荒","□△","40Ｈ",0.80,
8394,2064,3,"内径","仕","◇△","40Ｈ",0.40,
8395,2064,4,"外径","溝","3巾",,,"サーメット"
8396,2064,5,"外径","仕","◇",,0.40,"角度付きバイト"
8397,2069,1,"外径","荒","□",,0.80,"Ｍ00　逆付け"
8398,2069,2,"ＦＣＤ",,,"59φ",,
8399,2069,3,"外径","荒","□",,0.80,
8400,2069,4,"内径","荒","□","40Ｈ",0.80,
8401,2069,5,"内径","仕","◇","40Ｈ",0.40,
8402,2069,6,"外径","溝","4巾",,0.50,"京セラ"
8403,2069,7,"外径","仕","◇",,0.40,"角度付きバイト"
8404,2070,1,"外径","荒","□",,0.80,
8405,2070,2,"内径","面仕","◇","40Ｈ",0.40,
8406,2070,3,"外径","溝","4巾",,0.50,"京セラ"
8407,2070,4,"外径","仕","◇",,0.40,"角度付きバイト"
8408,2065,1,"ＦＣＤ",,,"φ50",,
8409,2065,2,"外径","荒","□",,0.80,
8410,2065,3,"内径","荒","□△","32～40H",0.80,
8411,2065,1,"ＦＣＤ",,,"φ50",,
8412,2065,5,,,,,,
8413,2065,2,"外径","荒","□",,0.80,
8414,2065,3,"内径","荒","□△","32～40H",0.80,
8415,2065,4,"内径","仕","◇△","32～40H",0.40,"ボロン"
8416,2065,5,"外径","仕","◇",,0.40,"ボロン"
8417,2066,1,"外径","荒","□",,0.80,
8418,2066,2,"内径","荒","□△","32～40H",0.80,
8419,2066,3,"内径","仕","◇△","32～40H",0.40,"ボロン"
8420,2066,4,"外径","仕","◇",,0.40,"ボロン55°角度付きバイト"
8421,2074,1,"外径","荒","□",,0.80,
8422,2074,2,"内径","荒","△","12Ｈ",0.80,
8423,2074,3,"内径","仕","△","12H",0.40,
8424,2074,4,"外径","仕","◇",,0.40,
8425,2074,5,"内径","溝",,"2巾",,"京セラ GIVR1420-1S"
8426,2067,1,"ＦＣＤ",,,"φ59",,
8427,2067,2,"外径","荒","□",,0.80,
8428,2067,3,"内径","荒","□△","32～40H",0.80,
8429,2067,4,"内径","仕","◇△","32～40H",0.40,"ボロン"
8430,2067,5,"外径","仕","◇",,0.40,"ボロン"
8431,2068,1,"外径","荒","□",,0.80,
8432,2068,2,"内径","荒","□△","32～40H",0.80,
8433,2068,3,"内径","仕","◇△","32～40H",0.40,"ボロン"
8434,2068,4,"外径","仕","◇",,0.40,"ボロン５５°角度付きバイト"
8435,2075,1,"外径","荒","□",,0.80,
8436,2075,2,"ＣＤ",,,,,"SP12イワタ"
8437,2075,3,"Ｄ",,,"φ8.5",,
8438,2075,4,"外径","仕","◇",,0.40,
8439,2075,5,"タップ",,,"M10P=1.5",,
8440,2076,1,"外径","荒","□",,0.80,
8441,2076,2,"外径","仕","◇",,0.40,
8442,2077,1,"内径","荒","△","25H",0.80,
8443,2077,2,"内径","仕","△","25H",0.40,
8444,2082,1,"外径","荒","□",,0.80,
8445,2082,2,"外径","仕","◇",,0.40,
8446,2083,1,"ＦＣＤ",,,"59φ",,
8447,2083,2,"外径","荒","□",,0.80,
8448,2083,3,"内径","荒","□","40Ｈ",0.80,
8449,2083,4,"内径底","荒","◇","32H",0.80,"三菱"
8450,2083,5,"内径","仕","◇","40H",0.40,"角度付きバイト"
8451,2083,6,"外径","溝","3.5巾",,,"サ-メット"
8452,2083,7,"外径","仕","◇",,0.40,
8453,2078,1,"ＦＣＤ",,,"φ68",,
8454,2078,2,"外径","荒","□",,0.80,
8455,2078,3,"内径","荒","□","50H",,"突き出し145L  L2使用の為"
8456,2079,1,"ＦＣＤ",,,"φ68",,
8457,2079,2,"外径","荒","□",,0.80,
8458,2079,3,"内径","荒","□","50H",0.80,
8459,2080,1,"外径","荒","□",,0.80,
8460,2080,2,"内径","荒","□","50H",0.80,
8461,2080,3,"内径","仕","◇△","40H",0.40,
8462,2080,4,"外径","溝荒","5巾",,,"ミルコナ"
8463,2080,5,"外径","仕","◇",,0.40,
8464,2080,6,"外径","溝仕","4巾",,0.50,"京セラ　KGHR2525M-4"
8465,2080,7,"端面","ヌスミ","4.5巾",,,"京セラ　SFR1501C  サ-メット使用"
8466,2081,1,"外径","荒","□",,0.80,
8467,2081,2,"内径","ヌスミ","5巾","40H",,"京セラ　KIGHR5540B   φ127手前から13mmの間"
8468,2081,3,"内径","ヌスミ","◇","50H",0.80,"φ127　チップ日立"
8469,2081,4,"内径","仕","◇△","40H",0.40,
8470,2081,5,"外径","仕","◇",,0.40,"角度付バイト　"
8471,2081,6,"外径","ネジ",,"M150P1.5",,"メッキ分のガタ確保する事"
8472,2084,1,"ＦＣＤ",,"φ41",,,"φ44の方が良い"
8473,2084,2,"外径","荒","□",,0.80,
8474,2084,3,"内径","荒","□△","SF32H",0.80,
8475,2084,4,"内径","仕","◇△","SF32H",0.40,"φ51.7"
8476,2084,5,"外径","仕","◇",,0.40,"角度付き"
8477,2085,1,"外径","荒","□",,0.80,
8478,2085,2,"内径","仕","◇△","SF32H",0.40,
8479,2085,3,"外径","仕","◇",,0.40,"φ61.8"
8480,2086,1,"外径","仕","◇",,0.40,
8481,2086,2,"外径","溝","2巾",,,
8482,2087,1,"内径","仕","△","32H",0.40,
8483,2071,1,"ＦＣＤ",,,"φ59",,
8484,2071,2,"外径","荒","□",,0.80,
8485,2071,3,"内径","荒","□","50H",0.80,
8486,2072,1,"外径","荒","□",,0.80,
8487,2072,2,"内径","荒","□","50H",0.80,
8488,2072,3,"外径","仕","◇","40～50Ｈ",0.40,
8489,2072,4,"外径","仕","◇",,0.40,"角度付バイト"
8490,2072,5,"外径","ヌスミ","◇",,0.40,"バイト約3°振る"
8491,2073,1,"外径","荒","□",,0.80,
8492,2073,2,"内径","面荒","□","50H",0.80,
8493,2073,3,"内径","仕","◇","50H",0.40,
8494,2073,4,"外径","仕","◇",,0.40,"角度付バイト"
8495,2088,1,"ＦＣＤ",,,"54φ",,
8496,2088,2,"外径","荒","□",,0.80,
8497,2089,1,"ＦＣＤ",,,"31φ",,
8498,2089,2,"外径","荒","□",,0.80,
8499,2089,3,"内径","仕","◇△","25H",0.40,
8500,2089,4,"外径","仕","◇",,0.40,"角度付きバイト"
